DollarSales	UnitSales	VolumeSales	DisplayStores	Feature_DisplayStores	FeatureStores	PriceReductionStores 
9034.826	201.219	201.219	0.00	0.00	0.00	0.00
40769.031	978.596	978.596	82.08	0.00	0.00	0.00
9718.091	221.272	221.272	0.00	0.00	0.00	0.00
258510.75	6634.838	6634.838	100.00	0.00	0.00	48.84
280792.5	6384.358	6384.358	0.00	0.00	48.40	0.00
83811.547	1699.207	1699.207	0.00	0.00	0.00	12.51
143135.484	2861.484	2861.484	0.00	0.00	0.00	0.00
65947.422	1703.345	1703.345	0.00	0.00	5.41	0.00
8856.728	197.316	197.316	0.00	0.00	0.00	0.00
37055.559	887.197	887.197	0.00	0.00	0.00	0.00
10273.059	233.269	233.269	0.00	0.00	0.00	0.00
252534.031	6482.318	6482.318	48.07	0.00	0.00	0.00
207897.484	4153.579	4153.579	0.00	0.00	0.00	36.53
80155.625	1638.188	1638.188	0.00	0.00	0.00	0.00
142785.75	2855.456	2855.456	0.00	0.00	0.00	0.00
71128.734	2009	2009	0.00	0.00	0.00	5.70
10119.354	252.195	252.195	0.00	0.00	12.46	0.00
42131.664	1042.35	1042.35	0.00	0.00	31.57	3.31
10289.548	233.133	233.133	0.00	0.00	0.00	0.00
265196.062	6810.899	6810.899	0.00	0.00	0.00	52.38
308161.562	7576.412	7576.412	0.00	0.00	17.33	0.00
132057.578	3196.4	3196.4	0.00	0.00	53.38	0.00
164051.125	3405.314	3405.314	0.00	0.00	0.00	0.00
63985.133	1817	1817	0.00	0.00	0.00	0.86
8050.7	179.211	179.211	0.00	0.00	0.00	92.33
36155.594	856.374	856.374	9.64	0.00	0.00	19.76
8543.447	186.107	186.107	0.00	0.00	0.00	0.00
255938.75	6568.086	6568.086	0.00	0.00	0.00	0.00
237021.719	4734.736	4734.736	0.00	0.00	0.00	52.05
95109.344	1922.227	1922.227	0.00	0.00	0.00	41.83
135062.203	2661.875	2661.875	0.00	0.00	0.00	0.00
48195.039	1241	1241	0.00	0.00	0.00	100.00
7647.122	170.241	170.241	0.00	0.00	0.00	0.00
33809.051	772.029	772.029	0.00	0.00	0.00	80.86
9760.629	213	213	0.00	0.00	0.00	0.00
250123.047	6421.798	6421.798	5.15	0.00	0.00	0.00
234835.781	4674.101	4674.101	0.00	0.00	0.00	100.00
83858.172	1705.226	1705.226	0.00	0.00	0.00	30.63
137732.844	2683.883	2683.883	0.00	0.00	0.00	0.00
55700.871	1433	1433	0.00	0.00	0.00	0.00
9608.678	214.285	214.285	0.00	0.00	0.00	0.00
36789.805	846.622	846.622	14.46	0.00	0.00	42.86
9416.529	195	195	0.00	0.00	0.00	0.00
267320.469	6862.353	6862.353	47.28	0.00	0.00	0.00
238473.312	4747.371	4747.371	0.00	0.00	0.00	13.32
136097.312	3284.982	3284.982	0.00	0.00	69.49	0.00
161791.672	3271.701	3271.701	0.00	0.00	0.00	0.00
51021.785	1311	1311	0.00	0.00	0.00	0.00
8089.034	180.152	180.152	0.00	0.00	0.00	0.00
38454.578	916.969	916.969	0.00	94.04	1.35	23.70
9163.1	176	176	0.00	0.00	0.00	0.00
250490.312	6429.911	6429.911	15.74	0.00	0.00	100.00
238395.531	4753.609	4753.609	0.00	0.00	0.00	71.00
91250.711	1850.531	1850.531	0.00	0.00	20.66	0.00
155813.656	3033.947	3033.947	0.00	0.00	0.00	0.00
52356.215	1344	1344	0.00	0.00	0.00	36.18
8805.745	196.26	196.26	0.00	0.00	0.00	69.47
35682.984	818.058	818.058	76.68	0.00	0.00	33.34
9360.399	180	180	0.00	0.00	0.00	0.00
252529.516	6484.169	6484.169	9.70	0.00	0.00	0.00
274570.719	6739.758	6739.758	0.00	0.00	23.01	0.00
97252.852	1965.602	1965.602	0.00	0.00	24.43	0.00
181304.062	3709.544	3709.544	0.00	0.00	0.00	0.00
60570.707	1552	1552	0.00	0.00	0.00	0.33
9529.242	212.119	212.119	0.00	0.00	0.00	0.00
37210.867	855.757	855.757	0.00	0.00	0.00	0.00
8913.359	172	172	0.00	0.00	0.00	0.00
251666.094	6460.094	6460.094	0.00	0.00	0.00	0.00
237544.906	4748.83	4748.83	0.00	0.00	0.00	13.65
99955.781	2022.584	2022.584	0.00	0.00	11.78	0.00
160440.125	3120.554	3120.554	0.00	0.00	0.00	0.00
61310.621	1570	1570	0.00	0.00	0.00	0.00
9660.434	216.654	216.654	0.00	0.00	0.00	0.00
39439.105	939.418	939.418	0.00	7.77	1.32	0.00
10622.37	203	203	0.00	0.00	0.00	0.00
278405.781	7145.19	7145.19	0.00	0.00	0.00	0.00
244360.578	4859.041	4859.041	0.00	0.00	0.00	2.35
92529.422	1868.535	1868.535	0.00	0.00	0.00	0.00
160384.594	3143.991	3143.991	0.00	0.00	0.00	0.00
74790.664	1928	1928	0.00	0.00	1.93	0.00
8461.797	189.299	189.299	0.00	0.00	0.00	47.08
38042.168	878.51	878.51	43.85	0.00	0.00	0.00
11053.55	213	213	0.00	0.00	0.00	0.00
279829.281	7185.078	7185.078	0.27	0.00	0.00	22.69
229138.938	4556.794	4556.794	0.00	0.00	0.00	3.22
90706.891	1831.591	1831.591	0.00	0.00	0.00	0.00
209600.719	4401.144	4401.144	0.00	0.00	0.00	0.00
63621.766	1630.774	1630.774	0.00	0.00	0.00	0.00
8364.5	190.256	190.256	0.00	0.00	0.00	0.00
37771.055	880.664	880.664	0.00	0.00	0.00	0.00
10352.311	206.328	206.328	0.00	0.00	0.00	0.00
277809.188	7130.424	7130.424	16.99	0.00	0.00	1.55
221454.016	4405.959	4405.959	0.00	0.00	0.00	34.52
87668.391	1765.532	1765.532	0.00	0.00	0.00	0.00
146916.453	2871.336	2871.336	0.00	0.00	0.00	0.00
62400.148	1601.396	1601.396	0.00	0.00	0.00	90.85
8764.09	200.248	200.248	0.00	0.00	0.00	0.00
40946.832	975.641	975.641	11.07	0.00	0.00	0.00
9820.289	207.101	207.101	0.00	0.00	0.00	0.00
282364.938	7249.875	7249.875	0.00	0.00	0.00	4.96
235100.5	4678.491	4678.491	0.00	0.00	0.00	6.51
87656.992	1769.536	1769.536	0.00	0.00	0.00	4.52
153920.766	3007.169	3007.169	0.00	0.00	0.00	0.00
61183.836	1567.313	1567.313	0.00	0.00	0.00	0.00
8190.55	186.835	186.835	0.00	0.00	0.00	0.00
43088.152	1033.429	1033.429	0.00	0.00	0.00	0.33
9635.156	203.131	203.131	0.00	0.00	0.00	0.00
276857.312	7104.478	7104.478	6.55	0.00	0.00	48.46
231905.25	4628.519	4628.519	0.00	0.00	0.00	0.00
81021.125	1646.457	1646.457	0.00	0.00	0.00	0.00
142638.812	2795.102	2795.102	0.00	0.00	0.00	0.00
66404.891	1702.463	1702.463	0.00	0.00	0.00	18.49
9885.284	254.05	254.05	0.00	0.00	0.27	0.00
44575.586	1106.664	1106.664	0.00	37.44	9.65	1.49
11605.598	244.119	244.119	0.00	0.00	0.00	0.00
292952.5	7521.734	7521.734	43.94	0.00	0.00	73.17
300224.594	7398.595	7398.595	0.00	0.00	6.63	0.00
141653.844	3426.069	3426.069	0.00	0.00	45.85	0.00
267338.156	6703.112	6703.112	0.00	0.00	0.00	0.00
61003.996	1793.694	1793.694	0.00	0.00	0.00	0.00
8640.437	196.751	196.751	0.00	0.00	0.00	0.00
34025.48	804.812	804.812	63.95	0.00	0.00	0.00
10325.236	209.122	209.122	0.00	0.00	0.00	0.00
274595.438	7048.34	7048.34	44.21	0.00	0.00	96.84
226288.875	4528.269	4528.269	0.00	0.00	0.00	42.34
86140.867	1740.232	1740.232	0.00	0.00	0.00	21.46
152422.641	3017.783	3017.783	0.00	0.00	0.00	0.00
60428.734	1768	1768	0.00	0.00	0.00	1.66
8715.752	198.882	198.882	0.00	0.00	0.00	0.00
32326.229	738.218	738.218	61.25	0.00	0.00	0.00
9886.379	190	190	0.00	0.00	0.00	0.00
281315.75	7220.34	7220.34	43.77	0.00	0.00	67.61
228872.641	4550.056	4550.056	0.00	0.00	0.00	83.23
86663.758	1746.25	1746.25	0.00	0.00	0.00	0.09
167877.859	3277.172	3277.172	0.00	0.00	0.00	0.00
65195.676	1681	1681	0.00	0.00	16.67	0.00
7696.306	177.075	177.075	0.00	0.00	0.00	0.00
35805.277	815.598	815.598	100.00	0.00	0.00	100.00
10513.76	202	202	0.00	0.00	0.00	0.00
269408.031	6915.582	6915.582	71.03	0.00	0.00	41.62
241430.734	4802.888	4802.888	0.00	0.00	0.00	0.00
84479.352	1697.222	1697.222	0.00	0.00	0.00	21.32
164035.906	3213.691	3213.691	0.00	0.00	0.00	0.00
56562.281	1451	1451	0.00	0.00	0.00	60.34
8388.787	191.613	191.613	0.00	0.00	0.00	0.00
34629.598	788.857	788.857	100.00	0.00	0.00	61.16
9282.58	178	178	0.00	0.00	0.00	0.00
261819.984	6721.552	6721.552	85.79	0.00	0.00	87.51
258796.406	5554.937	5554.937	0.00	0.00	46.46	0.00
78016.953	1569.197	1569.197	0.00	0.00	0.00	52.72
268125.875	6715.034	6715.034	0.00	0.00	0.00	0.00
58032.344	1493	1493	0.00	0.00	0.00	42.28
8399.377	191.161	191.161	0.00	0.00	0.00	0.00
34250.125	780.46	780.46	63.04	0.00	0.00	100.00
10910.399	210	210	0.00	0.00	0.00	0.00
263060.25	6753.829	6753.829	38.56	0.00	0.00	48.75
238484.969	4747.7	4747.7	0.00	0.00	0.00	100.00
96722.992	2108.258	2108.258	0.00	0.00	81.39	0.00
179211.406	4026.799	4026.799	0.00	0.00	0.00	0.00
51798.336	1329	1329	0.00	0.00	0.00	31.58
8836.186	202.26	202.26	0.00	0.00	0.00	0.00
41283.035	978.428	978.428	0.00	100.00	64.35	100.00
8838.39	169	169	0.00	0.00	0.00	0.00
273793.688	7026.343	7026.343	100.00	0.00	0.00	100.00
236034.281	4691.77	4691.77	0.00	0.00	0.00	100.00
88352.969	1784.221	1784.221	0.00	0.00	0.00	84.01
181561.234	4063.206	4063.206	0.00	0.00	0.00	0.00
53490.102	1369	1369	0.00	0.00	0.00	1.88
8539.67	195.173	195.173	0.00	0.00	0.00	0.00
39311.883	894.937	894.937	17.64	0.00	0.00	100.00
9283.33	179	179	0.00	0.00	0.00	0.00
277297.531	7118.903	7118.903	100.00	0.00	0.00	100.00
238478.719	4751.867	4751.867	0.00	0.00	0.00	100.00
90934.484	1820.226	1820.226	0.00	0.00	0.00	63.96
152230.328	3007.563	3007.563	0.00	0.00	0.00	0.00
89548.961	2651	2651	0.00	0.00	87.15	0.00
8683.053	198.185	198.185	0.00	0.00	0.00	0.00
43837.012	1016.09	1016.09	100.00	0.00	0.00	100.00
9232.109	177	177	0.00	0.00	0.00	0.00
298039.906	7647.528	7647.528	100.00	0.00	0.00	100.00
299471.062	7373.279	7373.279	0.00	0.00	98.54	0.00
90899.781	1821.236	1821.236	0.00	0.00	0.00	100.00
172233.641	3378.679	3378.679	0.00	0.00	0.00	0.00
61703.398	1580	1580	0.00	0.00	0.00	68.57
8394.88	192	192	0.00	0.00	0.00	0.00
43210.246	994.745	994.745	100.00	0.00	0.00	0.00
9630.949	185	185	0.00	0.00	0.00	0.00
264485.531	6791.28	6791.28	39.38	0.00	0.00	100.00
226016.906	4513.836	4513.836	0.00	0.00	0.00	100.00
96923.773	1950.237	1950.237	0.00	0.00	89.25	0.00
319698.594	8027.575	8027.575	0.00	0.00	0.00	0.00
66926.148	1716	1716	0.00	0.00	0.00	76.77
10038.51	229	229	0.00	0.00	0.00	0.00
49477.402	1145.781	1145.781	100.00	0.00	0.00	41.49
10610.52	224	224	0.00	0.00	0.00	0.00
279768.094	7181.851	7181.851	43.77	0.00	0.00	100.00
239569.297	4764.204	4764.204	0.00	0.00	0.00	100.00
94143.234	1882.23	1882.23	0.00	0.00	0.00	100.00
169595.719	3432.415	3432.415	0.00	0.00	0.00	0.00
61842.629	1584	1584	0.00	0.00	0.00	93.79
9699.68	222	222	0.00	0.00	0.00	0.00
47033.449	1127.553	1127.553	100.00	0.00	0.00	40.91
10052.319	212	212	0.00	0.00	0.00	0.00
290331.188	7451.322	7451.322	66.09	0.00	0.00	100.00
251306.688	4999.522	4999.522	0.00	0.00	0.00	90.56
89882.086	1792.214	1792.214	0.00	0.00	0.00	58.96
196616.969	3924.521	3924.521	0.00	0.00	0.00	0.00
59419.777	1524	1524	0.00	0.00	0.00	36.94
9894.95	225	225	0.00	0.00	44.93	0.00
46068.746	1110.762	1110.762	100.00	0.00	0.00	10.14
10258.279	216	216	0.00	0.00	0.00	0.00
293978.688	7548.198	7548.198	18.33	0.00	0.00	24.24
256971.406	5117.279	5117.279	0.00	0.00	0.00	73.95
96292.398	1939.299	1939.299	0.00	0.00	0.00	41.89
177974.125	3555.743	3555.743	0.00	0.00	0.00	0.00
76766.031	2069	2069	0.00	0.00	0.00	10.91
11558.531	297	297	0.00	0.00	33.09	0.00
50808.422	1260.868	1260.868	100.00	100.00	36.24	12.71
10985.089	231	231	0.00	0.00	0.00	0.00
303446.094	7787.366	7787.366	30.78	0.00	0.00	100.00
316401.75	7795.363	7795.363	0.00	0.00	45.93	0.00
140164.953	3372.402	3372.402	0.00	0.00	79.03	0.00
353920.156	8469.397	8469.397	0.00	0.00	0.00	0.00
86589.977	2558	2558	0.00	0.00	18.54	0.00
8137.57	186.033	186.033	0.00	0.00	0.00	0.00
39048.438	927.651	927.651	100.00	0.00	0.00	17.25
11157.219	214	214	0.00	0.00	0.00	0.00
283579.344	7281.969	7281.969	0.00	0.00	0.00	84.11
253333.828	5080.178	5080.178	0.00	0.00	0.00	6.18
89935.031	1809.223	1809.223	0.00	0.00	0.00	52.69
172797.422	3414.785	3414.785	0.00	0.00	0.00	0.00
54719.789	1401.056	1401.056	0.00	0.00	0.00	6.74
9630.441	220.149	220.149	0.00	0.00	0.00	0.00
37291.402	846.939	846.939	100.00	0.00	0.00	0.00
9986.693	192.143	192.143	0.00	0.00	0.00	0.00
289260.375	7424.252	7424.252	13.28	0.00	0.00	80.90
345772.5	7942.574	7942.574	0.00	0.00	23.47	0.00
90981.258	1817.194	1817.194	0.00	0.00	0.00	31.42
268799.188	6752.309	6752.309	0.00	0.00	0.00	0.00
53789.309	1380.804	1380.804	0.00	0.00	0.00	4.43
8328.961	190	190	0.00	0.00	0.00	0.00
38618.52	877.968	877.968	100.00	0.00	0.00	17.76
11057.189	212.876	212.876	0.00	0.00	0.00	0.00
287068.375	7368.753	7368.753	0.00	0.00	0.00	93.22
274545.969	5510.459	5510.459	0.00	0.00	0.00	23.94
85568.688	1717.246	1717.246	0.00	0.00	0.00	40.90
180762.906	3614.792	3614.792	0.00	0.00	0.00	0.00
66170.523	1697.33	1697.33	0.00	0.00	0.00	0.00
9400.001	214.13	214.13	0.00	0.00	0.00	0.00
41723.863	992.487	992.487	73.52	75.45	19.13	0.00
11039.875	211.301	211.301	0.00	0.00	0.00	0.00
317688.125	8151.948	8151.948	0.00	0.00	0.00	48.41
268990.375	5394.699	5394.699	0.00	0.00	0.00	10.11
117143.602	2548.31	2548.31	0.00	0.00	56.77	0.00
223669.594	5001.277	5001.277	0.00	0.00	0.00	0.00
62733.867	1605.031	1605.031	0.00	0.00	0.00	6.39
9140.497	207.867	207.867	0.00	0.00	0.00	0.00
40929.516	941.235	941.235	11.21	0.00	0.00	0.00
10482.906	201.331	201.331	0.00	0.00	0.00	0.00
311633.312	7998	7998	13.59	0.00	0.00	52.33
257347.531	5162.306	5162.306	0.00	0.00	0.00	0.00
92333.461	1853.231	1853.231	0.00	0.00	0.00	34.34
325224.062	8170.43	8170.43	0.00	0.00	0.00	0.00
64965.086	1668.007	1668.007	0.00	0.00	0.00	0.00
9464.969	214.339	214.339	0.00	0.00	0.00	0.00
43194.832	992.21	992.21	100.00	0.00	0.00	100.00
12101.004	232.266	232.266	0.00	0.00	0.00	0.00
318572.062	8178	8178	8.34	0.00	0.00	25.95
252903.594	5084.38	5084.38	0.00	0.00	0.00	0.00
97045.078	1940.262	1940.262	0.00	0.00	0.00	81.57
191147.375	3816.172	3816.172	0.00	0.00	0.00	0.00
63708.672	1637.16	1637.16	0.00	0.00	0.00	9.73
8823.841	201	201	0.00	0.00	0.00	0.00
41616.348	939.221	939.221	100.00	0.00	0.00	31.74
10062.574	193.287	193.287	0.00	0.00	0.00	0.00
321639.469	8255	8255	18.14	0.00	0.00	100.00
322389.188	7948.267	7948.267	0.00	0.00	18.65	0.00
96088.438	1920.483	1920.483	0.00	0.00	0.00	57.64
191251.656	4798.566	4798.566	0.00	0.00	0.00	0.00
85473.148	2218	2218	0.00	0.00	19.05	0.00
9846.149	224	224	0.00	0.00	0.00	0.00
41569.477	951.57	951.57	33.11	0.00	0.00	0.00
9870.94	189.22	189.22	0.00	0.00	0.00	0.00
339449.906	8714	8714	17.92	0.00	0.00	62.80
264460.25	5337.546	5337.546	0.00	0.00	0.00	6.44
95647.133	2043.536	2043.536	0.00	0.00	48.75	0.00
177548.656	3520.277	3520.277	0.00	0.00	0.00	0.00
71684.273	1862	1862	0.00	0.00	0.00	20.43
8755.287	199.4	199.4	0.00	0.00	0.00	0.00
43603.938	1034.801	1034.801	100.00	0.00	0.00	44.95
9991.271	191.17	191.17	0.00	0.00	0.00	0.00
371524.75	9537.181	9537.181	61.22	0.00	0.00	100.00
338747.812	8360.375	8360.375	0.00	0.00	36.75	0.00
94737.242	1890.528	1890.528	0.00	0.00	0.00	14.57
327740.938	8245.679	8245.679	0.00	0.00	0.00	0.00
61079.074	1591	1591	0.00	0.00	0.00	10.60
10383.679	235.196	235.196	0.00	0.00	0.00	0.00
43486.496	990.348	990.348	34.18	0.00	0.00	100.00
10961.575	210.164	210.164	0.00	0.00	0.00	0.00
370188.688	9501.828	9501.828	28.36	0.00	0.00	100.00
258216.672	5204.512	5204.512	0.00	0.00	0.00	16.48
99714.961	1993.538	1993.538	100.00	0.00	0.00	100.00
186064.922	3715.815	3715.815	0.00	0.00	0.00	0.00
68228.305	1762	1762	0.00	0.00	0.00	22.83
9583.225	218.426	218.426	0.00	0.00	0.00	0.00
43926.938	999.32	999.32	47.06	0.00	0.00	6.22
10548.308	203.089	203.089	0.00	0.00	0.00	0.00
378793.312	9720.409	9720.409	17.91	0.00	0.00	100.00
255154.141	5117.706	5117.706	0.00	0.00	0.00	35.90
97759.805	1950.501	1950.501	0.00	0.00	0.00	64.31
303712.812	7640.547	7640.547	0.00	0.00	0.00	0.00
77363.25	2009	2009	0.00	0.00	0.00	12.34
9838.525	224.198	224.198	0.00	0.00	0.00	0.00
48373.453	1126.309	1126.309	66.80	0.00	0.00	24.85
10182.35	195	195	0.00	0.00	0.00	0.00
393982.781	10113.981	10113.981	17.34	0.00	0.00	78.36
268762.75	5408.62	5408.62	0.00	0.00	0.00	0.00
99201.562	1993.25	1993.25	0.00	0.00	0.00	66.42
210566.844	4209.301	4209.301	0.00	0.00	0.00	0.00
78644.484	2354	2354	0.00	0.00	0.00	13.64
9418.773	214.459	214.459	0.00	0.00	0.00	0.00
57706.113	1441.505	1441.505	55.66	100.00	41.37	13.44
9602.459	184	184	0.00	0.00	0.00	0.00
372810.031	9571.523	9571.523	30.79	0.00	0.00	100.00
325569.219	8007.685	8007.685	0.00	0.00	30.08	0.00
122385.516	2649.344	2649.344	0.00	100.00	54.71	0.00
299913.438	7532.518	7532.518	0.00	0.00	0.00	0.00
70996.789	2133	2133	0.00	0.00	0.00	5.98
9318.314	211.427	211.427	0.00	0.00	0.00	0.00
47497.426	1177.716	1177.716	72.22	0.00	0.00	0.00
9130.059	178	178	0.00	0.00	0.00	0.00
332449.281	8539.329	8539.329	21.70	46.60	16.72	79.94
305611.594	6174.472	6174.472	0.00	0.00	0.00	3.90
95433.086	1912.234	1912.234	0.00	100.00	73.08	0.00
209782.812	5264.441	5264.441	0.00	0.00	0.00	0.00
66998.727	1747	1747	0.00	0.00	0.00	37.41
9610.026	218.363	218.363	0.00	0.00	0.00	0.00
48383.164	1194.231	1194.231	29.49	0.00	0.00	4.09
11659.34	246	246	0.00	0.00	0.00	0.00
361462.469	9285.874	9285.874	25.06	1.65	10.98	55.46
385356.562	9527.75	9527.75	0.00	0.00	23.61	0.00
93675.383	1871.228	1871.228	0.00	100.00	64.97	0.00
240141.531	6036.546	6036.546	0.00	0.00	0.00	0.00
69092.43	1809	1809	0.00	0.00	0.00	0.00
10412.74	237	237	0.00	0.00	0.00	0.00
55283.551	1362.484	1362.484	0.00	0.00	5.53	1.12
10305.609	217	217	0.00	0.00	0.00	0.00
401252.906	10305	10305	0.13	65.23	11.88	29.30
345055.781	6965.753	6965.753	0.00	0.00	0.00	0.00
101523.969	2056.241	2056.241	0.00	100.00	55.28	0.00
235447.062	5913.351	5913.351	0.00	0.00	0.00	0.00
90193.523	2348	2348	0.00	0.00	0.00	11.90
13569.449	343	343	0.00	0.00	0.00	1.03
69983.789	1743.002	1743.002	100.00	100.00	28.05	0.00
13446.969	280	280	0.00	0.00	0.00	0.00
502169.031	12909	12909	32.99	81.81	32.88	82.56
434233.188	10702.856	10702.856	0.00	0.00	100.00	15.64
170956.438	4098.568	4098.568	0.00	58.08	62.48	0.00
417650.75	10501.353	10501.353	0.00	0.00	0.00	0.00
